Task_ID,Developer_ID,Task_Complexity,Work_Hours,Task_Duration,Errors,Stress_Level,Heart_Rate,Sleep_Quality,Multitasking,Deadline_Pressure,Cognitive_Strain
2971,112,Medium,11,1.305100905,0,Low,60,Poor,No,Low,105
2972,108,High,10,0.553814684,3,Medium,72,Poor,Yes,Medium,170
2973,135,Low,10,2.93135238,2,Medium,93,Good,Yes,Medium,120
2974,185,Low,5,1.308591615,2,Low,95,Good,Yes,Low,75
2975,189,Medium,4,3.50356937,4,High,75,Average,Yes,Low,150
2976,157,Medium,10,2.132274416,0,Low,69,Poor,No,Low,100
2977,153,Medium,5,2.357224538,0,High,97,Good,Yes,Medium,115
2978,111,Medium,10,3.138777905,1,Low,93,Poor,Yes,High,110
2979,180,High,9,3.228007127,4,Medium,84,Poor,No,Medium,175
2980,177,High,8,2.749277916,4,Low,60,Good,No,High,150
2981,113,Low,5,3.784511354,3,Medium,71,Good,Yes,High,105
2982,133,Medium,5,3.938044527,3,Medium,81,Average,No,Medium,125
2983,152,Medium,7,3.814099055,4,Low,81,Poor,Yes,Medium,125
2984,119,High,10,3.384627149,2,Medium,61,Poor,No,Medium,160
2985,174,High,5,2.969688271,4,Low,67,Average,No,High,135
2986,115,Low,6,2.821640503,2,Medium,92,Average,No,High,100
2987,194,High,9,0.863125619,3,Medium,64,Poor,Yes,High,165
2988,169,Medium,7,1.450195214,4,Medium,69,Good,Yes,Medium,145
2989,155,Low,7,0.519908782,2,Low,62,Average,Yes,Medium,85
2990,182,Low,8,0.980934546,1,Low,70,Good,No,Low,80
2991,157,Medium,9,2.03730317,1,Medium,89,Poor,No,Low,125
2992,103,Medium,11,1.012877928,4,High,87,Good,Yes,Low,185
2993,103,Low,6,3.655821951,0,High,64,Good,No,High,100
2994,119,Medium,9,3.319947149,4,Medium,71,Average,Yes,Medium,155
2995,109,Low,5,0.750641692,3,High,88,Poor,Yes,Low,125
2996,123,Medium,8,1.371198004,3,High,85,Poor,No,Medium,160
2997,198,Medium,6,3.366751596,1,Low,88,Average,Yes,Medium,90
2998,125,Low,8,3.310661443,2,Low,88,Poor,Yes,High,90
2999,136,Medium,9,3.809076925,1,Low,73,Poor,No,High,105
3000,184,Low,4,3.991417166,2,Low,95,Poor,No,High,70
3001,153,Medium,9,3.916945221,4,Medium,94,Good,Yes,High,155
3002,120,Low,5,1.93548295,0,Medium,67,Average,Yes,Low,75
3003,173,Medium,8,1.376149553,3,Medium,75,Poor,Yes,Medium,140
3004,137,Low,4,3.154435666,4,Low,64,Average,Yes,High,90
3005,145,Medium,5,1.547455125,1,Medium,75,Average,No,Medium,105
3006,103,High,8,3.32240126,4,Medium,72,Average,No,High,170
3007,159,Low,8,2.368841556,0,Medium,67,Average,No,Low,90
3008,156,Medium,9,3.278745463,2,High,85,Good,No,Medium,155
3009,144,Low,10,1.465579579,0,Low,64,Average,No,High,80
3010,119,Medium,8,2.278095604,1,Low,68,Average,Yes,Medium,100
3011,116,Low,8,2.474083278,0,Medium,97,Poor,No,Medium,90
3012,170,Medium,7,3.800878237,3,High,61,Good,Yes,High,155
3013,103,Medium,10,1.433091519,0,Low,66,Average,Yes,Low,100
3014,192,High,8,3.778408837,4,Medium,89,Good,No,Medium,170
3015,113,Medium,9,3.317006204,2,High,76,Poor,No,Low,155
3016,102,Medium,7,3.058129189,3,Medium,90,Good,No,Medium,135
3017,187,Medium,7,3.254045942,3,Low,60,Good,No,Medium,115
3018,179,High,11,2.618987661,3,Medium,87,Poor,No,Low,175
3019,157,High,4,1.354280037,1,Low,89,Average,No,High,100
3020,154,Low,5,1.163232391,1,Low,90,Average,No,Low,65
3021,103,High,7,3.532195025,4,High,83,Poor,Yes,Medium,185
3022,123,Medium,6,3.037987909,2,Medium,90,Good,Yes,High,120
3023,133,High,7,1.24621499,0,Low,70,Good,Yes,Medium,105
3024,129,High,11,2.652826781,4,Low,75,Poor,No,High,165
3025,181,Low,6,2.066412685,1,Medium,68,Good,Yes,Medium,90
3026,118,High,11,1.055293095,4,Medium,89,Average,No,High,185
3027,130,Low,11,2.361499883,2,Medium,71,Average,Yes,Low,125
3028,159,Low,10,1.485316824,4,Medium,75,Good,No,High,140
3029,159,Low,4,0.836854435,3,Medium,92,Average,No,High,100
3030,118,High,6,2.134354045,0,High,65,Average,Yes,Medium,140
3031,148,Low,4,2.565379932,1,High,60,Good,Yes,Low,100
3032,162,Low,4,0.664172436,1,Low,72,Poor,No,Medium,60
3033,182,High,4,1.907324623,2,Low,96,Average,Yes,Medium,110
3034,121,Low,6,1.401816719,2,Low,94,Good,Yes,Low,80
3035,123,Low,6,0.607277067,2,Low,85,Average,No,High,80
3036,175,Low,4,0.939818924,1,Low,68,Good,Yes,Medium,60
3037,129,Medium,10,0.986619556,3,Medium,76,Average,No,Low,150
3038,157,Medium,4,1.140059868,0,Low,97,Poor,Yes,Medium,70
3039,130,Low,10,3.3118215,2,Low,94,Good,No,Low,100
3040,199,High,5,2.038221533,1,Low,84,Good,No,Low,105
3041,163,High,10,1.014800973,3,Low,66,Average,No,High,150
3042,118,Medium,10,0.851039384,2,Medium,90,Average,No,Medium,140
3043,147,Medium,10,1.542791606,2,Low,91,Average,No,Medium,120
3044,144,Medium,4,3.293054315,0,High,78,Good,Yes,Medium,110
3045,199,Medium,8,1.775609468,0,Low,76,Average,No,High,90
3046,193,Low,5,1.059640761,4,High,65,Average,Yes,Medium,135
3047,154,Low,5,1.914406635,2,Low,84,Average,Yes,High,75
3048,154,High,11,2.443590451,4,Medium,92,Average,No,High,185
3049,196,Low,5,0.603544643,1,Low,78,Poor,No,High,65
3050,117,Medium,8,2.696746305,0,High,74,Good,Yes,High,130
3051,162,High,5,1.882852636,3,Low,94,Poor,No,Low,125
3052,191,Medium,5,0.534040563,2,High,91,Average,No,Low,135
3053,146,Medium,6,2.858612896,2,Low,97,Poor,Yes,Low,100
3054,174,Medium,9,2.993356724,4,Low,95,Good,Yes,High,135
3055,156,Low,11,2.70093926,0,Medium,91,Good,No,Low,105
3056,144,High,6,1.696755762,4,Medium,91,Average,No,High,160
3057,132,Medium,4,2.353616989,2,High,99,Poor,No,High,130
3058,116,High,11,1.855051971,0,Medium,95,Average,Yes,High,145
3059,169,High,4,2.952176056,2,Medium,93,Average,No,Medium,130
3060,103,High,11,2.542530652,0,Medium,69,Average,No,Medium,145
3061,119,High,10,0.786296898,2,Medium,92,Poor,No,High,160
3062,146,Medium,7,2.750827454,3,Medium,69,Average,Yes,Medium,135
3063,190,Medium,11,2.90533445,4,Low,94,Average,No,Medium,145
3064,114,Medium,9,1.797457632,0,Medium,81,Average,No,Low,115
3065,169,Medium,8,3.565250233,4,Medium,82,Average,Yes,Medium,150
3066,146,High,6,3.450550242,0,Medium,66,Average,No,Low,120
3067,177,Low,11,1.113082834,0,High,80,Average,No,Medium,125
3068,174,High,4,3.66493208,0,High,60,Poor,No,Low,130
3069,108,High,8,2.0430533,2,High,72,Average,No,Low,170
3070,189,High,5,3.033123784,1,Low,68,Good,Yes,High,105
3071,115,High,8,3.349339524,2,Low,79,Good,Yes,High,130
3072,168,Low,6,2.267893474,1,Low,69,Good,Yes,High,70
3073,160,Low,9,1.896856788,2,High,85,Average,Yes,High,135
3074,109,Low,7,3.70407979,1,Low,60,Average,Yes,Medium,75
3075,149,Low,10,1.307987435,0,Low,76,Average,No,Medium,80
3076,102,Medium,6,1.399395272,0,Low,76,Average,No,High,80
3077,176,High,10,1.765671099,1,Low,98,Average,Yes,Low,130
3078,193,High,9,3.508130223,1,Low,71,Average,Yes,Medium,125
3079,169,Medium,4,3.785758925,4,Low,74,Average,Yes,High,110
3080,180,Low,10,1.270237002,0,Low,60,Good,No,Low,80
3081,150,Low,4,3.523545517,2,High,91,Average,Yes,Low,110
3082,118,Low,8,1.403710358,4,Medium,70,Average,Yes,High,130
3083,141,Medium,6,3.897244364,1,Medium,64,Average,Yes,High,110
3084,134,Medium,4,2.590927622,2,Medium,77,Average,Yes,Medium,110
3085,145,Low,5,0.524802636,3,High,77,Average,No,Low,125
3086,125,Medium,5,0.619454664,3,High,82,Poor,No,Medium,145
3087,168,Low,7,1.016195858,3,High,66,Average,No,Medium,135
3088,192,Medium,8,1.156506052,2,Low,85,Good,No,High,110
3089,163,Medium,4,3.18666693,1,High,60,Average,No,High,120
3090,136,Medium,7,1.279680567,2,Low,87,Good,No,Medium,105
3091,183,Medium,5,3.89199567,4,Low,79,Good,No,Medium,115
3092,148,High,7,2.7263922,4,Low,82,Good,No,Low,145
3093,120,Low,11,2.923811282,3,Medium,91,Average,Yes,Medium,135
3094,173,Medium,7,1.262357817,1,Medium,97,Average,No,Low,115
3095,163,High,4,3.624472099,4,Low,98,Average,No,Medium,130
3096,104,Medium,4,2.837351005,0,Medium,77,Average,No,Low,90
3097,199,High,4,3.525419685,0,Medium,92,Good,Yes,High,110
3098,169,Medium,8,3.84768384,3,Low,84,Good,No,Medium,120
3099,189,Medium,10,0.93974342,3,Medium,91,Average,Yes,High,150
3100,103,Low,7,0.838055306,3,Medium,87,Poor,No,High,115
3101,138,Medium,7,3.311927393,4,Low,72,Good,Yes,Low,125
3102,134,Low,8,3.531441207,1,Low,78,Poor,No,Medium,80
3103,100,Low,5,2.543164973,3,High,62,Average,No,Low,125
3104,123,Medium,6,1.781001917,2,High,86,Poor,No,Medium,140
3105,156,Medium,10,2.784203726,3,Low,76,Good,No,Medium,130
3106,199,Low,5,1.569824254,4,Medium,88,Good,No,High,115
3107,169,Medium,8,1.334349923,1,Low,92,Good,Yes,High,100
3108,140,Medium,10,2.208508233,3,Medium,87,Good,Yes,Medium,150
3109,153,Low,10,1.256538397,0,Medium,79,Good,No,High,100
3110,145,Medium,7,2.192962629,3,Low,93,Average,Yes,Medium,115
3111,159,High,7,3.848122769,3,Low,75,Poor,No,Low,135
3112,159,Medium,4,3.439244125,1,Low,98,Average,Yes,Medium,80
3113,156,Medium,4,3.795708218,2,Medium,61,Good,Yes,High,110
3114,130,Medium,11,3.322151412,3,High,87,Poor,Yes,Low,175
3115,183,Medium,7,1.741628276,3,High,76,Average,No,Low,155
3116,123,High,7,3.342158335,4,High,79,Good,No,Low,185
3117,188,Medium,9,3.730205102,1,High,77,Average,No,High,145
3118,135,Low,10,3.814625257,4,Low,87,Average,Yes,Medium,120
3119,184,Medium,4,2.891192477,3,Medium,87,Average,Yes,Low,120
3120,129,High,4,1.239783253,3,Low,75,Good,Yes,High,120
3121,123,Low,5,0.639052037,0,High,92,Average,No,High,95
3122,129,High,7,1.015200799,4,High,80,Average,Yes,High,185
3123,185,High,10,3.879414213,1,Medium,64,Average,No,High,150
3124,191,Low,7,2.117338885,3,Medium,96,Average,No,High,115
3125,106,High,8,3.492451052,0,Low,77,Average,No,High,110
3126,134,Medium,5,2.127654537,0,Low,64,Good,Yes,Medium,75
3127,154,High,6,2.812861542,2,High,70,Good,Yes,Low,160
3128,191,Medium,6,0.58449272,1,High,81,Poor,Yes,Low,130
3129,113,Medium,6,1.3745273,0,Low,82,Average,Yes,Medium,80
3130,109,Medium,10,2.02694248,1,Low,85,Good,Yes,Medium,110
3131,179,High,9,2.707208665,3,Low,86,Average,Yes,Low,145
3132,115,Low,4,1.100324158,2,High,62,Average,Yes,High,110
3133,153,Medium,10,3.175930125,1,High,61,Good,No,Medium,150
3134,194,Low,6,1.775416471,2,Medium,76,Good,Yes,Medium,100
3135,188,Medium,8,3.361023442,1,Medium,62,Poor,No,Medium,120
3136,176,Medium,11,0.842891816,1,Medium,62,Average,Yes,Medium,135
3137,169,Medium,10,2.879148057,4,Low,99,Good,Yes,High,140
3138,143,Medium,10,1.526649166,2,High,75,Average,Yes,High,160
3139,172,Low,11,3.283841109,1,Medium,71,Average,No,Medium,115
3140,144,Low,4,1.907596495,4,Low,60,Good,Yes,Low,90
3141,199,Low,4,2.828723713,4,Low,63,Good,Yes,Low,90
3142,155,Medium,6,3.77006844,2,Medium,76,Good,Yes,Medium,120
3143,183,High,4,0.572193212,3,Low,78,Poor,No,Low,120
3144,181,Low,11,0.538908738,2,Medium,63,Good,Yes,Medium,125
3145,156,High,5,3.195977383,1,High,98,Average,Yes,Medium,145
3146,120,High,11,2.76237568,3,Medium,79,Poor,No,Low,175
3147,167,Medium,11,1.525429022,2,Medium,98,Average,Yes,Medium,145
3148,149,Medium,5,2.23038846,2,Medium,63,Good,No,Low,115
3149,132,High,11,0.64677483,2,Low,76,Good,Yes,Low,145
3150,190,Low,6,1.173559619,2,Medium,74,Good,Yes,High,100
3151,106,Medium,10,1.985737311,3,Low,87,Average,Yes,Low,130
3152,169,Medium,8,3.419155457,1,High,75,Average,Yes,Medium,140
3153,114,Medium,4,2.17883514,4,High,65,Poor,No,Medium,150
3154,181,High,7,2.552268766,2,Low,87,Good,Yes,Medium,125
3155,131,Low,10,3.558138272,4,High,91,Average,Yes,Medium,160
3156,174,Medium,6,1.580866198,4,Medium,76,Good,Yes,Low,140
3157,119,Medium,9,2.952447624,4,High,84,Average,Yes,Medium,175
3158,187,Medium,4,3.515835405,2,Medium,98,Good,Yes,High,110
3159,114,Medium,6,1.209154952,2,Medium,76,Poor,Yes,High,120
3160,147,Medium,11,1.747673578,2,Medium,74,Average,Yes,Medium,145
3161,170,High,6,3.929335609,2,Low,77,Average,Yes,Medium,120
3162,120,Medium,8,3.941264977,0,Low,79,Average,No,High,90
3163,141,High,7,1.281304756,1,Low,82,Average,Yes,Low,115
3164,125,Medium,4,0.732560436,0,Low,64,Average,Yes,Low,70
3165,113,Low,6,1.44822564,3,Low,98,Average,No,Medium,90
3166,156,Low,6,1.892061851,0,Medium,71,Poor,No,Low,80
3167,136,Low,10,2.043519603,0,Medium,76,Average,Yes,Low,100
3168,157,Medium,4,2.665822076,0,High,89,Average,Yes,Low,110
3169,120,Medium,11,3.64825966,1,Low,78,Good,Yes,Medium,115
3170,181,High,6,1.656218042,4,High,91,Poor,No,Medium,180
3171,168,High,6,3.474945874,3,Medium,75,Poor,No,Low,150
3172,102,Low,6,0.827176223,3,Medium,61,Poor,No,Medium,110
3173,186,Low,5,0.646561446,1,Medium,71,Average,No,Medium,85
3174,189,Low,5,2.264158141,0,Medium,62,Average,Yes,Medium,75
3175,136,Medium,7,0.708817782,4,Low,67,Average,No,Low,125
3176,187,Low,8,1.873714304,2,Medium,96,Good,No,High,110
3177,148,Low,10,3.638723409,1,Medium,83,Average,No,Low,110
3178,118,High,10,1.345190627,4,High,84,Average,Yes,Medium,200
3179,188,High,4,2.970915213,1,High,84,Average,No,Medium,140
3180,184,Low,8,1.558278873,1,Medium,73,Average,No,High,100
3181,111,Medium,11,0.657220193,2,Medium,95,Average,No,Low,145
3182,160,Medium,8,2.448417035,4,High,74,Average,No,Medium,170
3183,140,High,10,3.421987217,0,High,91,Average,No,Medium,160
3184,132,Medium,11,1.933139569,4,High,61,Good,No,Medium,185
3185,149,Low,5,2.660528393,4,Medium,80,Good,Yes,High,115
3186,167,High,7,3.650082592,0,Low,63,Good,No,High,105
3187,170,Medium,11,3.263930795,2,High,88,Average,Yes,Low,165
3188,185,Low,11,1.178567398,4,Low,88,Good,No,High,125
3189,132,Medium,8,3.066843858,0,Medium,82,Good,No,Low,110
3190,180,Medium,10,2.256625588,1,Medium,62,Average,Yes,Low,130
3191,123,Medium,8,3.110883828,1,Low,80,Poor,No,Medium,100
3192,160,Low,6,2.230804427,0,Low,75,Good,No,Medium,60
3193,160,Medium,4,0.947853574,1,High,79,Good,Yes,High,120
3194,197,Low,7,2.494683063,4,Medium,94,Average,Yes,High,125
3195,127,High,10,2.222468973,0,Medium,64,Average,No,Low,140
3196,157,Low,4,2.312726068,4,Medium,85,Average,Yes,Medium,110
3197,142,Low,11,3.576158588,3,High,66,Good,No,Medium,155
3198,140,Medium,5,3.631929663,2,Low,75,Average,No,High,95
3199,138,High,8,2.087379874,2,Medium,76,Average,Yes,Medium,150
3200,185,High,8,2.095062144,2,Medium,61,Good,No,Low,150
3201,148,Medium,9,2.303154356,0,High,71,Average,No,High,135
3202,116,Low,4,2.318562474,3,Low,72,Poor,Yes,Medium,80
3203,197,High,5,3.826355005,2,High,64,Good,Yes,High,155
3204,169,Medium,10,2.772901636,4,Low,75,Poor,Yes,Medium,140
3205,169,Low,9,1.471099482,2,Low,87,Good,No,Low,95
3206,197,High,11,2.360378789,3,Low,67,Average,Yes,High,155
3207,164,Low,9,2.69528254,4,Medium,87,Good,No,High,135
3208,173,High,6,2.739201024,4,Medium,67,Average,No,High,160
3209,184,High,9,2.548389792,0,Medium,88,Average,No,High,135
3210,104,Medium,9,1.122076541,0,Low,77,Good,No,Low,95
3211,101,High,6,0.617576162,1,Medium,75,Good,Yes,High,130
3212,121,High,8,1.682450683,3,High,85,Poor,No,Medium,180
3213,156,Low,8,1.996327541,4,High,81,Good,Yes,Medium,150
3214,165,Medium,11,0.716314839,3,Medium,74,Average,Yes,Low,155
3215,173,Low,7,3.352385683,2,High,72,Poor,Yes,Medium,125
3216,197,Medium,9,1.704271031,2,Medium,81,Good,No,High,135
3217,115,High,4,3.697714612,1,Low,80,Average,No,Medium,100
3218,150,Medium,8,1.040435377,4,Low,83,Average,Yes,Medium,130
3219,138,Medium,5,0.699272349,4,Low,60,Average,Yes,Low,115
3220,185,Medium,10,2.188106365,1,Medium,88,Poor,No,Medium,130
3221,175,High,4,1.161952679,2,High,60,Good,No,Medium,150
3222,187,Low,7,3.780897465,4,High,60,Poor,No,Medium,145
3223,139,Medium,9,0.536061895,3,Low,68,Average,Yes,Medium,125
3224,137,Low,6,1.944168863,4,Medium,80,Poor,Yes,High,120
3225,159,Medium,7,3.7436172,2,Medium,73,Good,Yes,Medium,125
3226,158,Low,4,1.845463724,4,High,87,Poor,Yes,Medium,130
3227,109,Medium,6,0.825882482,4,Low,77,Average,No,Medium,120
3228,198,Low,11,1.5601323,0,Medium,92,Poor,No,Medium,105
3229,163,Low,5,2.243036378,4,High,61,Average,Yes,Medium,135
3230,162,High,6,1.148030906,1,High,93,Poor,Yes,Low,150
3231,148,Low,6,2.132965968,1,Low,83,Average,Yes,High,70
3232,163,Medium,5,3.427201185,3,Low,78,Average,No,Medium,105
3233,131,Low,8,3.554162896,4,Medium,61,Poor,Yes,Medium,130
3234,106,Medium,8,0.672412571,3,High,65,Average,No,Medium,160
3235,120,Medium,6,1.063161753,2,Low,74,Average,No,Low,100
3236,119,Medium,10,1.463515475,2,High,70,Average,No,Medium,160
3237,125,Low,6,2.582030478,0,Low,75,Average,Yes,Low,60
3238,167,Medium,7,1.763481656,0,Medium,80,Good,No,Medium,105
3239,185,Medium,10,3.454143197,4,Medium,86,Good,No,High,160
3240,114,High,8,3.008351539,4,Low,81,Good,No,Medium,150
3241,184,Medium,5,0.851596081,3,Low,62,Poor,No,High,105
3242,178,Medium,9,2.685951259,3,Medium,62,Average,Yes,Medium,145
3243,185,Low,9,0.895544189,4,High,80,Good,No,High,155
3244,191,Low,6,1.392624844,4,Low,65,Poor,No,Low,100
3245,113,Low,6,1.122547217,0,Medium,84,Average,No,Medium,80
3246,126,Low,9,1.105716822,0,Medium,96,Average,Yes,High,95
3247,139,Low,7,2.657384337,0,Medium,89,Good,Yes,High,85
3248,157,Medium,7,2.472617229,4,High,98,Average,No,High,165
3249,127,Medium,7,1.116098535,3,Medium,79,Good,Yes,High,135
3250,125,High,11,3.965604819,1,Medium,60,Average,Yes,Low,155
3251,162,Low,4,1.976428563,1,Medium,94,Average,Yes,High,80
3252,165,Medium,5,0.839742649,3,Medium,85,Good,No,Low,125
3253,124,High,4,0.921991559,3,Low,80,Average,No,Low,120
3254,102,Medium,6,2.543627998,3,High,69,Average,Yes,Low,150
3255,171,Low,7,3.926742912,0,Low,88,Average,No,Medium,65
3256,143,Low,7,2.501828856,2,Medium,62,Average,Yes,Medium,105
3257,196,Low,9,3.821645168,4,Medium,72,Good,No,Medium,135
3258,141,Medium,11,2.054464978,0,Low,68,Good,No,High,105
3259,198,High,9,2.025443863,1,Low,75,Average,Yes,Low,125
3260,105,Low,10,2.250025758,4,Low,87,Average,No,Low,120
3261,138,Low,7,2.940989104,3,Low,87,Good,No,Low,95
3262,151,High,11,1.786655883,1,High,70,Good,No,Low,175
3263,122,High,8,3.523601114,3,High,89,Average,Yes,High,180
3264,188,Medium,9,0.602484847,3,Low,70,Poor,Yes,Low,125
3265,149,Medium,5,2.039174683,3,Low,88,Average,No,Medium,105
3266,142,Medium,11,2.288471475,4,High,71,Poor,Yes,Medium,185
3267,118,Low,4,2.624612834,1,Low,67,Average,No,Low,60
3268,168,Medium,11,1.466251693,1,High,69,Average,No,High,155
3269,150,Medium,5,1.996179898,3,Low,94,Good,Yes,High,105
3270,110,High,9,2.195882126,0,Medium,95,Good,Yes,Low,135
3271,111,Low,7,2.904184925,2,Medium,72,Average,No,Medium,105
3272,173,Medium,6,3.207404647,0,Low,86,Good,Yes,Low,80
3273,107,Medium,11,3.082395646,4,Low,99,Average,Yes,Medium,145
3274,123,Medium,8,1.695540683,2,Medium,61,Average,No,Medium,130
3275,191,Low,9,3.99807683,0,Low,87,Good,Yes,High,75
3276,140,Medium,5,3.470328591,1,Medium,93,Good,No,Medium,105
3277,135,High,11,1.410081806,0,Low,80,Average,Yes,High,125
3278,184,Medium,6,1.18287032,3,Medium,65,Average,Yes,High,130
3279,171,Medium,9,1.599074377,4,Medium,98,Poor,Yes,Low,155
3280,154,Low,7,2.083206985,0,Medium,85,Average,No,Medium,85
3281,108,Low,10,3.477797824,0,Low,95,Good,Yes,Low,80
3282,146,Medium,7,3.224267923,2,Medium,99,Average,Yes,Low,125
3283,114,High,7,3.479361432,3,Medium,77,Good,No,Low,155
3284,147,High,7,1.451849902,2,High,98,Average,Yes,Medium,165
3285,181,Medium,9,2.577114279,4,Medium,64,Good,Yes,High,155
3286,141,Medium,10,1.491371718,4,Low,85,Poor,No,Medium,140
3287,159,High,8,0.881581063,3,Low,70,Average,No,High,140
3288,183,Medium,8,2.894692102,2,Low,75,Average,No,Low,110
3289,169,Medium,5,1.000491429,3,Low,78,Good,Yes,Medium,105
3290,111,Low,9,2.836942166,2,Low,64,Average,Yes,Low,95
3291,101,High,11,2.767875067,1,Low,66,Average,Yes,High,135
3292,106,Medium,11,3.335869555,3,Low,62,Good,No,High,135
3293,179,High,10,0.988441116,4,Low,84,Average,Yes,Medium,160
3294,102,High,11,3.24218052,2,Low,69,Poor,No,Medium,145
3295,102,Low,10,3.997467841,1,Low,64,Average,Yes,High,90
3296,126,High,7,3.47864857,4,Low,91,Average,No,Medium,145
3297,139,High,11,3.131342267,2,Medium,91,Good,No,Medium,165
3298,132,Medium,8,2.817578741,1,Low,64,Average,No,Medium,100
3299,191,Low,9,1.976235196,4,Low,78,Poor,No,Medium,115
3300,100,Low,6,3.056750588,4,Low,71,Average,No,High,100
3301,107,Medium,8,3.034623123,1,Medium,90,Poor,No,Medium,120
3302,131,Medium,11,2.710243989,4,High,76,Poor,Yes,Medium,185
3303,147,Medium,8,3.286974324,2,Low,81,Average,No,High,110
3304,103,Low,10,2.070673609,2,Medium,81,Good,No,Medium,120
3305,193,High,5,0.924384492,4,Medium,85,Good,No,Low,155
3306,169,Low,8,2.456737047,0,Medium,90,Average,No,Medium,90
3307,118,Low,6,1.42765235,1,High,65,Good,No,High,110
3308,131,Medium,7,1.845515841,0,High,71,Average,No,Low,125
3309,108,Medium,4,0.560952164,2,Low,86,Average,No,High,90
3310,111,Low,5,1.839767058,4,Low,76,Average,No,High,95
3311,110,Low,6,3.330803871,3,Medium,69,Good,No,Medium,110
3312,145,Low,5,2.399528284,3,High,64,Poor,Yes,Low,125
3313,115,High,11,0.534301844,0,High,63,Good,No,Low,165
3314,100,High,9,2.144453371,0,Low,98,Good,Yes,Medium,115
3315,162,Medium,11,1.520080767,0,Low,74,Average,No,Medium,105
3316,120,High,7,2.171427294,2,Medium,61,Average,No,Medium,145
3317,129,High,8,1.916424525,2,Medium,67,Average,No,Low,150
3318,112,Low,11,3.761927268,4,Medium,75,Good,Yes,High,145
3319,133,High,9,0.644120546,2,Medium,79,Good,Yes,High,155
3320,103,High,8,2.892558039,4,Low,83,Good,No,Low,150
3321,127,Low,11,3.478593087,4,High,94,Poor,Yes,High,165
3322,194,Low,10,3.857335046,0,High,76,Good,Yes,Medium,120
3323,158,Low,6,1.121726793,3,Medium,64,Average,No,Medium,110
3324,126,Low,7,2.359566807,0,Medium,73,Good,No,Low,85
3325,168,High,4,0.652563521,2,Medium,73,Average,Yes,Medium,130
3326,124,Medium,4,2.247142336,1,Low,90,Good,Yes,Low,80
3327,102,High,8,0.939103313,2,Low,79,Average,No,Medium,130
3328,196,High,9,3.432638361,3,Low,72,Good,Yes,Low,145
3329,167,Medium,10,0.898545009,2,High,68,Average,No,High,160
3330,124,Medium,7,2.296509261,3,Low,93,Average,Yes,Medium,115
3331,119,Low,7,2.323836241,1,Low,71,Poor,No,Medium,75
3332,133,Medium,6,3.900776743,1,Medium,99,Average,No,Medium,110
3333,125,Medium,9,2.792432429,4,Low,75,Average,No,High,135
3334,104,Low,4,1.507441026,2,Low,60,Good,Yes,Low,70
3335,198,Low,6,1.342797585,4,Medium,75,Average,Yes,High,120
3336,160,High,11,0.94886872,0,Medium,65,Good,No,High,145
3337,191,Medium,5,3.147801534,0,Medium,79,Good,No,High,95
3338,192,Low,7,2.917648297,0,Medium,65,Good,No,High,85
3339,108,Medium,4,2.634569946,0,Medium,94,Average,No,Medium,90
3340,149,High,6,0.64294155,0,Medium,62,Good,No,Low,120
3341,105,Medium,8,3.169901032,2,Medium,80,Average,Yes,Medium,130
3342,182,Low,5,2.74660652,4,Low,66,Good,Yes,Medium,95
3343,159,High,6,3.873611038,4,Medium,73,Average,No,Medium,160
3344,143,Medium,8,2.555207455,3,Low,89,Poor,No,Medium,120
3345,110,Low,4,1.563831673,0,Low,81,Average,Yes,Low,50
3346,165,Medium,4,1.835321933,1,Low,73,Poor,No,Medium,80
3347,146,High,5,1.115442469,3,Low,84,Average,No,Low,125
3348,172,Low,8,3.030199638,3,Medium,62,Average,No,Low,120
3349,184,Low,7,2.97702581,2,Medium,64,Average,No,Medium,105
3350,187,Low,10,1.202275054,3,Low,64,Average,No,Low,110
3351,197,High,10,1.054712631,1,High,68,Good,No,Medium,170
3352,185,Low,4,0.769517266,4,Medium,97,Average,Yes,Low,110
3353,102,Medium,9,3.691915103,3,High,96,Average,No,High,165
3354,175,High,7,1.315744418,2,Medium,63,Average,No,Low,145
3355,191,Low,7,1.704572344,0,Low,79,Poor,Yes,Medium,65
3356,129,High,10,1.481765779,1,High,80,Average,No,Medium,170
3357,189,High,6,1.947686109,0,High,83,Average,Yes,Medium,140
3358,120,High,11,2.999170798,3,Medium,66,Average,Yes,Medium,175
3359,127,Low,6,3.547084718,4,Low,67,Average,No,Medium,100
3360,189,Medium,4,1.139095623,2,Low,70,Average,Yes,High,90
3361,161,High,7,2.902443203,1,High,68,Average,Yes,Low,155
3362,132,High,6,1.733967498,4,Low,65,Average,Yes,Low,140
3363,184,Low,8,3.931845089,1,Medium,99,Poor,No,Medium,100
3364,134,High,8,1.546217057,2,Medium,76,Poor,No,High,150
3365,151,Medium,11,0.525175346,2,Low,72,Average,Yes,Medium,125
3366,133,Low,8,2.304739909,3,Medium,76,Average,No,Medium,120
3367,140,Medium,11,1.027558795,1,Medium,61,Poor,Yes,Low,135
3368,150,High,8,0.655730494,3,Low,89,Average,No,High,140
3369,146,Medium,11,2.943942312,1,Medium,91,Average,No,High,135
3370,181,Medium,11,3.062907489,1,High,95,Good,Yes,Medium,155
3371,157,High,11,2.112446546,0,Medium,66,Average,No,Medium,145
3372,174,Medium,7,2.869099309,3,Medium,75,Average,Yes,Medium,135
